Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
Legends of Aethereus;FALSE;FALSE;FALSE;TRUE;FALSE;4.7;Action-RPG;N;2013;10
Legends of Dawn;FALSE;FALSE;FALSE;TRUE;FALSE;2.8;Action-RPG;N;2013;7
LEGO City Undercover: The Chase Begins;FALSE;FALSE;TRUE;FALSE;FALSE;6.3;Adventure;N;2013;4
LEGO City: Undercover;FALSE;FALSE;TRUE;FALSE;FALSE;8;Adventure;N;2013;3
LEGO Marvel Super Heroes;TRUE;TRUE;TRUE;TRUE;FALSE;9;Action-Adventure;Y;2013;10
LEGO Star Wars: The Yoda Chronicles;FALSE;FALSE;FALSE;FALSE;TRUE;3;Action-Adventure;N;2013;5
Leisure Suit Larry Reloaded;FALSE;FALSE;FALSE;TRUE;FALSE;4.1;Adventure;N;2013;7
Let's Fish! Hooked On;TRUE;FALSE;FALSE;FALSE;FALSE;3.4;Sports;N;2013;2
Leviathan: Warships;FALSE;FALSE;FALSE;TRUE;FALSE;7.7;Strategy;N;2013;5
Limbo;TRUE;TRUE;FALSE;TRUE;TRUE;9;Platformer;Y;2013;7
LocoCycle;FALSE;TRUE;FALSE;FALSE;FALSE;6.4;Action;N;2013;11
Lone Survivor (Director's Cut);TRUE;FALSE;FALSE;FALSE;FALSE;8.6;Adventure;N;2013;10
Lost Planet 3;TRUE;TRUE;FALSE;TRUE;FALSE;6.2;Action;N;2013;8
Luigi's Mansion: Dark Moon;FALSE;FALSE;TRUE;FALSE;FALSE;9.3;Platformer;Y;2013;3
Madden NFL 25 (PS3/Xbox 360);TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Sports;N;2013;8
Madden NFL 25 (PS4/XBO);TRUE;TRUE;FALSE;FALSE;FALSE;7.6;Sports;N;2013;11
Magic: The Gathering -- Duels of the Planeswalkers 2014;TRUE;TRUE;FALSE;TRUE;TRUE;8.1;Strategy;N;2013;6
Magrunner: Dark Pulse;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Puzzle;N;2013;6
Major League Baseball 2K13;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Sports;N;2013;3
Man of Steel;FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2013;7
March of the Eagles;FALSE;FALSE;FALSE;TRUE;FALSE;7.9;Strategy;N;2013;2
Mario & Luigi: Dream Team;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-RPG;N;2013;7
Mario & Sonic at the Sochi 2014 Olympic Winter Games;FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Sports;N;2013;11
Mario and Donkey Kong: Minis on the Move;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2013;5
Mario Party: Island Tour;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Party;N;2013;11
Mars: War Logs;FALSE;FALSE;FALSE;TRUE;FALSE;5.3;Action-RPG;N;2013;5
Marvel Heroes;FALSE;FALSE;FALSE;TRUE;FALSE;5.7;RPG;N;2013;6
Marvel Puzzle Quest: Dark Reign;FALSE;FALSE;FALSE;FALSE;TRUE;9.1;Puzzle;Y;2013;10
Marvel's The Avengers: Battle For Earth;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2013;1
Mass Effect 3: Citadel;TRUE;TRUE;FALSE;TRUE;FALSE;9.1;RPG;N;2013;3
Max: The Curse of Brotherhood;FALSE;TRUE;FALSE;FALSE;FALSE;6;Action;N;2013;12
MechWarrior Online;FALSE;FALSE;FALSE;TRUE;FALSE;7.3;Action;N;2013;9
Metal Gear Rising: Revengeance;TRUE;TRUE;FALSE;TRUE;FALSE;8.5;Action;N;2013;2
Metro: Last Light (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.7;Shooter;N;2013;5
Metro: Last Light;TRUE;TRUE;FALSE;FALSE;FALSE;7.2;Shooter;N;2013;5
Might and Magic: Clash of Heroes (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Puzzle;Y;2013;2
Mittens;FALSE;FALSE;FALSE;FALSE;TRUE;6.2;Puzzle;N;2013;5
MLB 13: The Show;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;Sports;N;2013;3
Monaco;FALSE;TRUE;FALSE;TRUE;FALSE;9;Action;Y;2013;4
Monster Hunter 3 Ultimate;FALSE;FALSE;TRUE;FALSE;FALSE;8.8;Action;N;2013;3
Monsters Inc. Run;FALSE;FALSE;FALSE;FALSE;TRUE;7.7;Action;N;2013;1
Motocross Madness;FALSE;TRUE;FALSE;FALSE;FALSE;8.4;Racing;N;2013;4
Mr. Crab;FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Platformer;N;2013;4
Muramasa Rebirth;TRUE;FALSE;FALSE;FALSE;FALSE;8;Simulation;N;2013;6
Mutant Mudds (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;9.1;Platformer;Y;2013;1
Mutant Mudds Deluxe;TRUE;FALSE;TRUE;FALSE;FALSE;8;Platformer;N;2013;7
Narco Terror;TRUE;FALSE;FALSE;TRUE;FALSE;6.5;Shooter;N;2013;9
Naruto Shippuden: Ultimate Ninja Storm 3;TRUE;TRUE;FALSE;FALSE;FALSE;8.6;Fighting;N;2013;3
Naruto: Powerful Shippuden;FALSE;FALSE;TRUE;FALSE;FALSE;8;Fighting;N;2013;3
NBA 2K14 (PS3/Xbox 360);TRUE;TRUE;FALSE;FALSE;FALSE;9.3;Sports;Y;2013;9
NBA 2K14 (PS4/XBO);TRUE;TRUE;FALSE;FALSE;FALSE;8.9;Sports;N;2013;11
NBA Live 14;TRUE;TRUE;FALSE;FALSE;FALSE;4.3;Sports;N;2013;11
NCAA Football 14;TRUE;TRUE;FALSE;FALSE;FALSE;7.4;Sports;N;2013;7
Need for Speed Most Wanted U;FALSE;FALSE;TRUE;FALSE;FALSE;9;Racing;Y;2013;3
Need for Speed Rivals;TRUE;TRUE;FALSE;TRUE;FALSE;8;Racing;N;2013;11
NES Remix;FALSE;FALSE;TRUE;FALSE;FALSE;8;Party;N;2013;12
Neverwinter (PC);FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Action-RPG;N;2013;6
New Super Luigi U;FALSE;FALSE;TRUE;FALSE;FALSE;7.3;Platformer;N;2013;6
NHL 14;TRUE;TRUE;FALSE;FALSE;FALSE;8.3;Sports;N;2013;9
Ni no Kuni: Wrath of the White Witch;TRUE;FALSE;FALSE;FALSE;FALSE;9.4;RPG;Y;2013;1
Nickelodeon's Teenage Mutant Ninja Turtles;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2013;10
Ninja Gaiden Sigma 2 Plus;TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2013;3
Omerta: City of Gangsters;FALSE;FALSE;FALSE;TRUE;FALSE;5.2;RPG;N;2013;2
Outlast;TRUE;FALSE;FALSE;TRUE;FALSE;7.8;Action-Adventure;N;2013;9
Pacific Rim;FALSE;TRUE;FALSE;FALSE;FALSE;5.3;Action;N;2013;7
Paper Titans;FALSE;FALSE;FALSE;FALSE;TRUE;8.2;Puzzle;N;2013;5
Papers, Please;FALSE;FALSE;FALSE;TRUE;FALSE;8.7;Simulation;N;2013;8
Papo & Yo;TRUE;FALSE;FALSE;TRUE;FALSE;4;Adventure;N;2013;4
Path of Exile (2018);FALSE;FALSE;FALSE;TRUE;FALSE;7.6;Action-RPG;N;2013;1
Path of Exile;FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Action-RPG;N;2013;11
PayDay 2;TRUE;TRUE;FALSE;TRUE;FALSE;8;Shooter;N;2013;8
Peggle 2;TRUE;TRUE;FALSE;FALSE;FALSE;9;Puzzle;Y;2013;12
Penny Arcade's On the Rain-slick Precipice of Darkness 4;TRUE;TRUE;FALSE;TRUE;FALSE;6;RPG;N;2013;6
Phoenix Wright: Ace Attorney -- Dual Destinies;FALSE;FALSE;TRUE;FALSE;FALSE;7.2;Adventure;N;2013;10
Pikmin 3;FALSE;FALSE;TRUE;FALSE;FALSE;8.8;Strategy;Y;2013;7
Pixel People;FALSE;FALSE;FALSE;FALSE;TRUE;9;Simulation;Y;2013;1
PixelJunk Monsters: Ultimate HD;TRUE;FALSE;FALSE;FALSE;FALSE;9;Strategy;N;2013;7
Plants vs. Zombies 2;FALSE;FALSE;FALSE;FALSE;TRUE;8.7;Strategy;N;2013;7
Pokemon X;FALSE;FALSE;TRUE;FALSE;FALSE;9;RPG;Y;2013;10
Pokemon Y;FALSE;FALSE;TRUE;FALSE;FALSE;9;RPG;Y;2013;10
Powerstar Golf;FALSE;TRUE;FALSE;FALSE;FALSE;7;Sports;N;2013;11
Prime World;FALSE;FALSE;FALSE;TRUE;FALSE;5.9;RPG;N;2013;10
Primordia;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Adventure;N;2013;1
Pro Evolution Soccer 2014;TRUE;TRUE;FALSE;TRUE;FALSE;8.4;Sports;N;2013;9
Professor Layton and the Azran Legacy;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Adventure;Y;2013;11
Project X Zone;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;N;2013;6
Proteus;FALSE;FALSE;FALSE;TRUE;FALSE;8.5;Adventure;N;2013;2
Puddle (Wii U);FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Puzzle;N;2013;2
Puppeteer;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Platformer;N;2013;9
R.I.P.D.: The Game;FALSE;FALSE;FALSE;TRUE;FALSE;4.5;Action;N;2013;7
Rain;TRUE;FALSE;FALSE;FALSE;FALSE;7;Adventure;N;2013;10
Ratchet & Clank: Full Frontal Assault (Vita);TRUE;FALSE;FALSE;FALSE;FALSE;5.7;Action;N;2013;5
Ratchet & Clank: Into the Nexus;TRUE;FALSE;FALSE;FALSE;FALSE;8.2;Platformer;N;2013;11
Ravensword: Shadowlands;FALSE;FALSE;FALSE;TRUE;FALSE;5.6;Action-RPG;N;2013;12
Rayman Fiesta Run;FALSE;FALSE;FALSE;FALSE;TRUE;8.9;Platformer;N;2013;11
Rayman Legends;TRUE;TRUE;TRUE;TRUE;FALSE;9.5;Platformer;Y;2013;8
Real Racing 3;FALSE;FALSE;FALSE;FALSE;TRUE;9.1;Racing;Y;2013;2
Red Orchestra 2: Rising Storm;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;Shooter;N;2013;6
Redshirt;FALSE;FALSE;FALSE;TRUE;FALSE;7.4;Action;N;2013;12
Regular Show: Mordecai and Rigby in 8-Bit Land;FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Action;N;2013;11
Relic Rush;FALSE;FALSE;FALSE;FALSE;TRUE;7;Puzzle;N;2013;2
Remember Me;TRUE;TRUE;FALSE;FALSE;FALSE;5.9;Action-Adventure;N;2013;6
Republique -- Episode 1: Exordium;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Adventure;N;2013;12
Resident Evil Revelations;TRUE;TRUE;TRUE;TRUE;FALSE;7.5;Action-Adventure;N;2013;5
Resogun;TRUE;FALSE;FALSE;FALSE;FALSE;9;Shooter;Y;2013;11
Retrovirus;FALSE;FALSE;FALSE;TRUE;FALSE;6.6;Shooter;N;2013;2
Reus;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Simulation;N;2013;5
Ridiculous Fishing: A Tale of Redemption;FALSE;FALSE;FALSE;FALSE;TRUE;8;Sports;N;2013;3
Rise of the Triad;FALSE;FALSE;FALSE;TRUE;FALSE;4.3;Shooter;N;2013;8
Robot Unicorn Attack 2;FALSE;FALSE;FALSE;FALSE;TRUE;7.9;Action;N;2013;5
Rocksmith 2014;TRUE;TRUE;FALSE;TRUE;TRUE;9;Music;Y;2013;10
Rogue Legacy;TRUE;FALSE;FALSE;TRUE;FALSE;9;RPG;Y;2013;7
Rune Factory 4;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;N;2013;10
Ryse: Son of Rome;FALSE;TRUE;FALSE;TRUE;FALSE;6.8;Action-Adventure;N;2013;11
Sacred Citadel;FALSE;TRUE;FALSE;TRUE;FALSE;5.9;Action;N;2013;4
Saint Seiya: Brave Soldiers;TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Fighting;N;2013;12
Saints Row IV;TRUE;TRUE;FALSE;TRUE;FALSE;7.3;Action;N;2013;8
Samurai Gunn;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;Shooter;N;2013;12
Sanctum 2;FALSE;TRUE;FALSE;TRUE;FALSE;8.5;Strategy;N;2013;5
Scribblenauts Unmasked: A DC Comics Adventure;FALSE;FALSE;TRUE;TRUE;FALSE;9.1;Puzzle;Y;2013;9
Shadow Warrior;FALSE;FALSE;FALSE;TRUE;FALSE;8.6;Shooter;N;2013;10
Shadowrun Returns;FALSE;FALSE;FALSE;TRUE;FALSE;7.3;RPG;N;2013;7
Shin Megami Tensei IV;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;RPG;N;2013;7
ShootMania Storm;FALSE;FALSE;FALSE;TRUE;FALSE;7.8;Shooter;N;2013;4
Sid Meier's Civilization V: Brave New World;FALSE;FALSE;FALSE;TRUE;TRUE;9.4;Strategy;Y;2013;7
SimCity;FALSE;FALSE;FALSE;TRUE;FALSE;7;Simulation;N;2013;3
SimCity: Cities of Tomorrow;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Simulation;N;2013;11
Sine Mora (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;4.9;Shooter;N;2013;7
Skulls of the Shogun;FALSE;TRUE;FALSE;FALSE;FALSE;7;Strategy;N;2013;1
Skylanders Swap Force;TRUE;TRUE;TRUE;FALSE;FALSE;8.2;Action-Adventure;N;2013;10
Skylanders Swap Force (3DS);FALSE;FALSE;TRUE;FALSE;FALSE;7.1;Action-Adventure;N;2013;10
Slender: The Arrival;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Adventure;N;2013;4
Sly Cooper: Thieves in Time;TRUE;FALSE;FALSE;FALSE;FALSE;8;Platformer;N;2013;2
Sniper Elite V2;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2013;6
Sniper: Ghost Warrior 2;FALSE;FALSE;FALSE;TRUE;FALSE;5;Shooter;N;2013;3
Sonic Dash;FALSE;FALSE;FALSE;FALSE;TRUE;6.1;Action;N;2013;3
Sonic: Lost World;FALSE;FALSE;TRUE;FALSE;FALSE;5.8;Platformer;N;2013;10
Sonic: Lost World (3DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Platformer;N;2013;10
Sorcery!;FALSE;FALSE;FALSE;FALSE;TRUE;8.8;Adventure;N;2013;5
Soul Sacrifice;TRUE;FALSE;FALSE;FALSE;FALSE;7.7;Action;N;2013;4
Soundodger;FALSE;FALSE;FALSE;TRUE;FALSE;7.3;Music;N;2013;10
Space Hulk;FALSE;FALSE;FALSE;TRUE;FALSE;6.7;Strategy;N;2013;8
Special Forces: Team X;FALSE;TRUE;FALSE;TRUE;TRUE;4.5;Shooter;N;2013;2
Spelunky;FALSE;TRUE;FALSE;TRUE;FALSE;9;Platformer;Y;2013;8
SpongeBob SquarePants: Plankton's Robotic Revenge;TRUE;FALSE;FALSE;FALSE;FALSE;3.5;Adventure;N;2013;11
Star Command;FALSE;FALSE;FALSE;FALSE;TRUE;6.7;Simulation;N;2013;5
Star Trek: The Game;TRUE;TRUE;FALSE;TRUE;FALSE;4.2;Action;N;2013;4
Star Wars Knights of the Old Republic;FALSE;FALSE;FALSE;FALSE;TRUE;8.8;RPG;N;2013;5
Star Wars: The Old Republic;FALSE;FALSE;FALSE;TRUE;FALSE;9;RPG;Y;2013;4
Star Wars: The Old Republic -- Rise of the Hutt Cartel;FALSE;FALSE;FALSE;TRUE;FALSE;7.6;RPG;N;2013;4
StarCraft II: Heart of the Swarm;FALSE;FALSE;FALSE;TRUE;FALSE;8.6;Strategy;N;2013;3
StarDrive;FALSE;FALSE;FALSE;TRUE;FALSE;4.5;Strategy;N;2013;5
State of Decay;FALSE;TRUE;FALSE;FALSE;FALSE;8.9;Action;N;2013;6
Stealth Inc.: A Clone in the Dark;TRUE;FALSE;FALSE;FALSE;FALSE;9.2;Platformer;N;2013;7
SteamWorld Dig;TRUE;FALSE;TRUE;TRUE;FALSE;9.5;Platformer;Y;2013;9
Stick it to The Man;TRUE;FALSE;FALSE;FALSE;FALSE;8.6;Adventure;N;2013;11
Storm;FALSE;FALSE;FALSE;TRUE;FALSE;4;Puzzle;N;2013;7
StreetPass Flower Town;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2013;7
StreetPass Mii Force;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Shooter;N;2013;7
StreetPass Monster Manor;FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Adventure;N;2013;7
StreetPass Warrior's Way;FALSE;FALSE;TRUE;FALSE;FALSE;7;Strategy;N;2013;7
Strike Suit Zero;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Shooter;N;2013;1
Super House of Dead Ninjas;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;Action;N;2013;3
Super Mario 3D World;FALSE;FALSE;TRUE;FALSE;FALSE;9.6;Platformer;Y;2013;11
Super Motherload;TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2013;11
Super Stickman Golf 2;FALSE;FALSE;FALSE;FALSE;TRUE;8.2;Sports;N;2013;3
Surgeon Simulator 2013;FALSE;FALSE;FALSE;TRUE;FALSE;7.8;Simulation;N;2013;4
Takedown: Red Sabre;FALSE;FALSE;FALSE;TRUE;FALSE;4;Shooter;N;2013;10
Tales of Xillia;TRUE;FALSE;FALSE;FALSE;FALSE;8;RPG;N;2013;8
Tearaway;TRUE;FALSE;FALSE;FALSE;FALSE;9.3;Adventure;Y;2013;11
Teenage Mutant Ninja Turtles: Out of the Shadows;FALSE;TRUE;FALSE;FALSE;FALSE;6.1;Action;N;2013;9
Teenage Mutant Ninja Turtles: Rooftop Run;FALSE;FALSE;FALSE;FALSE;TRUE;6.8;Platformer;N;2013;4
Teleglitch: Die More Edition;FALSE;FALSE;FALSE;TRUE;TRUE;7.8;Shooter;N;2013;8
Telltale Games' Poker Night 2;FALSE;TRUE;FALSE;TRUE;TRUE;7.5;Strategy;N;2013;4
Terraria;TRUE;TRUE;FALSE;TRUE;FALSE;9;Action-RPG;Y;2013;4
Terraria (Vita);TRUE;FALSE;FALSE;FALSE;FALSE;9.2;Action-RPG;Y;2013;12
The Amazing Spider-Man (Vita);TRUE;FALSE;FALSE;FALSE;FALSE;4.8;Action;N;2013;12
The Banner Saga: Factions;FALSE;FALSE;FALSE;TRUE;FALSE;7.8;Strategy;N;2013;3
The Bureau: XCOM Declassified;TRUE;TRUE;FALSE;TRUE;FALSE;5.5;Shooter;N;2013;8
The Cave;TRUE;TRUE;TRUE;FALSE;FALSE;7.9;Adventure;N;2013;1
The Denpa Men 2: Beyond the Waves;FALSE;FALSE;TRUE;FALSE;FALSE;7.9;RPG;N;2013;6
The Earth Defense Force 2017 Portable;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action;N;2013;1
The Guided Fate Paradox;TRUE;FALSE;FALSE;FALSE;FALSE;7;RPG;N;2013;12
The House of the Dead: Overkill -- The Lost Reels;FALSE;FALSE;FALSE;FALSE;TRUE;7.7;Shooter;N;2013;5
The Incredible Adventures of Van Helsing;FALSE;FALSE;FALSE;TRUE;TRUE;7;Action-RPG;N;2013;6
The Last of Us;TRUE;FALSE;FALSE;FALSE;FALSE;10;Action;Y;2013;6
The Legend of Zelda: A Link Between Worlds;FALSE;FALSE;TRUE;FALSE;FALSE;9.4;Adventure;Y;2013;11
The Legend of Zelda: The Wind Waker HD;FALSE;FALSE;TRUE;FALSE;FALSE;9.8;Action-Adventure;Y;2013;9
The Night of the Rabbit;FALSE;FALSE;FALSE;TRUE;TRUE;7.9;Adventure;N;2013;6
The Novelist;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Puzzle;N;2013;12
The Other Brothers;FALSE;FALSE;FALSE;FALSE;TRUE;5.6;Platformer;N;2013;4
The Pinball Arcade (PS4/PC);TRUE;FALSE;FALSE;TRUE;FALSE;9;Pinball;Y;2013;11
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx;TRUE;TRUE;FALSE;TRUE;TRUE;9;Adventure;Y;2013;7
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies;TRUE;TRUE;FALSE;TRUE;TRUE;5.5;Adventure;N;2013;10
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens;TRUE;TRUE;FALSE;TRUE;TRUE;6.5;Adventure;N;2013;12
The Room Two;FALSE;FALSE;FALSE;FALSE;TRUE;8.6;Puzzle;N;2013;12
The Showdown Effect;FALSE;FALSE;FALSE;TRUE;FALSE;6;Action;N;2013;3
The Stanley Parable;FALSE;FALSE;FALSE;TRUE;TRUE;8.8;Adventure;N;2013;10
The Starship Damrey;FALSE;FALSE;TRUE;FALSE;FALSE;5.3;Adventure;N;2013;6
The Sushi Spinnery;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Simulation;N;2013;4
The Swapper;TRUE;FALSE;FALSE;TRUE;FALSE;9.3;Platformer;Y;2013;6
The Walking Dead: 400 Days;TRUE;TRUE;FALSE;TRUE;TRUE;8.9;Adventure;N;2013;7
The Walking Dead: A Telltale Game Series -- Season Two;TRUE;TRUE;FALSE;TRUE;TRUE;8;Adventure;N;2013;12
The Walking Dead: Season Two -- Episode 1: All That Remains;TRUE;TRUE;FALSE;TRUE;TRUE;8;Adventure;N;2013;12
The Walking Dead: Survival Instinct;TRUE;TRUE;TRUE;TRUE;FALSE;4.5;Shooter;N;2013;3
The Wolf Among Us: Episode 1 -- Faith;TRUE;TRUE;FALSE;TRUE;TRUE;9;Adventure;Y;2013;10
The Wonderful 101;FALSE;FALSE;TRUE;FALSE;FALSE;7.4;Action;N;2013;8
Thomas Was Alone;TRUE;FALSE;FALSE;TRUE;FALSE;8;Platformer;N;2013;4
Thunder Wolves;FALSE;FALSE;FALSE;TRUE;FALSE;6.7;Action;N;2013;5
Tiger Woods PGA Tour 14;TRUE;TRUE;FALSE;FALSE;FALSE;8;Sports;N;2013;4
Time and Eternity;TRUE;FALSE;FALSE;FALSE;FALSE;5.6;RPG;N;2013;7
Tiny Brains;TRUE;FALSE;FALSE;TRUE;FALSE;4.5;Puzzle;N;2013;12
Toki Tori 2;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;N;2013;4
Tokyo Crash Mobs;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Puzzle;N;2013;1
Tom Clancy's Splinter Cell: Blacklist;TRUE;TRUE;TRUE;TRUE;FALSE;9.2;Action;Y;2013;8
Tomb Breaker;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Puzzle;N;2013;5
Tomb Raider;TRUE;TRUE;FALSE;TRUE;FALSE;9.1;Action;Y;2013;2
Total War: Rome II;FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Strategy;Y;2013;9
Unchained Blades;FALSE;FALSE;TRUE;FALSE;FALSE;8;RPG;N;2013;1
Velocity Ultra;TRUE;FALSE;FALSE;TRUE;FALSE;8.4;Shooter;N;2013;7
Warframe [2013] (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7;Shooter;N;2013;4
Warframe [2013];TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Shooter;N;2013;12
Wargame: AirLand Battle;FALSE;FALSE;FALSE;TRUE;FALSE;8.4;Strategy;N;2013;6
Warhammer Quest;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action-RPG;N;2013;9
Wii Fit U;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Sports;N;2013;11
Wii Party U;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Party;N;2013;10
World of Warplanes;FALSE;FALSE;FALSE;TRUE;FALSE;7.8;Flight;N;2013;12
World War Z;FALSE;FALSE;FALSE;FALSE;TRUE;5.3;Shooter;N;2013;6
WWE 2K14;TRUE;TRUE;FALSE;FALSE;FALSE;8.7;Sports;N;2013;10
X Rebirth;FALSE;FALSE;FALSE;TRUE;FALSE;4.3;Simulation;N;2013;12
XCOM: Enemy Unknown (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Strategy;N;2013;6
XCOM: Enemy Within;TRUE;FALSE;FALSE;TRUE;FALSE;9;Strategy;Y;2013;11
XCOM: Enemy Within -- Commander Edition;FALSE;TRUE;FALSE;FALSE;FALSE;9;Strategy;Y;2013;11
Year Walk;FALSE;FALSE;FALSE;FALSE;TRUE;8;Adventure;N;2013;3
Young Justice: Legacy;TRUE;TRUE;FALSE;TRUE;FALSE;4.8;Action-RPG;N;2013;12
Ys: Memories of Celceta;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action-RPG;N;2013;12
Zeno Clash II;FALSE;FALSE;FALSE;TRUE;FALSE;6.4;Action;N;2013;5
Zombie Tycoon 2: Brainhov's Revenge;TRUE;FALSE;FALSE;FALSE;FALSE;4.9;Simulation;N;2013;5
Zoo Tycoon;FALSE;TRUE;FALSE;FALSE;FALSE;5.5;Simulation;N;2013;11
Zoombies: Animales de la Muerte;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Puzzle;N;2013;5
007 Legends;TRUE;TRUE;FALSE;FALSE;FALSE;4.5;Action;N;2012;10
3 Heroes -- Crystal Soul;FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2012;1
4 Elements II;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Puzzle;N;2012;2
A Valley Without Wind;FALSE;FALSE;FALSE;TRUE;FALSE;5.5;Adventure;N;2012;5
A Virus Named Tom;FALSE;FALSE;FALSE;TRUE;FALSE;7;Puzzle;N;2012;8
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Adventure;Y;2012;11
Afterfall: Insanity;FALSE;FALSE;FALSE;TRUE;FALSE;4.5;Shooter;N;2012;1
AirBuccaneers;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Action;N;2012;12
Akai Katana;FALSE;TRUE;FALSE;FALSE;FALSE;7;Shooter;N;2012;5
Alan Wake;FALSE;TRUE;FALSE;TRUE;FALSE;9;Action;Y;2012;2
Alan Wake's American Nightmare (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;8;Action;N;2012;2
Alan Wake's American Nightmare (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Action;N;2012;5
All Zombies Must Die;TRUE;TRUE;FALSE;FALSE;FALSE;6.5;Action;N;2012;1
Amy;TRUE;TRUE;FALSE;FALSE;FALSE;2;Adventure;N;2012;1
Analogue: A Hate Story;FALSE;FALSE;FALSE;TRUE;FALSE;7;Visual Novel;N;2012;5
Angry Birds Space;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Puzzle;Y;2012;3
Angry Birds Star Wars;FALSE;FALSE;FALSE;FALSE;TRUE;8.8;Puzzle;N;2012;11
Angry Birds Trilogy;TRUE;TRUE;TRUE;FALSE;FALSE;7;Puzzle;N;2012;10
Anna;FALSE;FALSE;FALSE;TRUE;FALSE;5.5;Adventure;N;2012;7
Anomaly: Warzone Earth (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;8.2;Action;N;2012;9
Anomaly: Warzone Earth;FALSE;TRUE;FALSE;TRUE;FALSE;8;Action;N;2012;4
Apple Jack 2;FALSE;TRUE;FALSE;FALSE;FALSE;8;Platformer;N;2012;7
ARC Squadron;FALSE;FALSE;FALSE;FALSE;TRUE;7.3;Action;N;2012;11
Armored Core V;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Simulation;N;2012;3
